id,dominio,titulo,autor,anio,pais,genero,tema,tipo,fuente,url,urls,verificado,puede_alojarse,piezas,nota_editorial,notas
291,Literatura,Clemencia,Fernán Caballero,1852,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/clemencia-tinta-y-datos.pdf,,True,si,Capítulo I | Capítulo II | Capítulo III | Capítulo IV | Capítulo V | Capítulo VI | Capítulo VII | Capítulo VIII | Capítulo IX | Capítulo X | Capítulo XI | Capítulo XII | Capítulo I | Capítulo II | Capítulo III | Capítulo IV | Capítulo V | Capítulo VI | Capítulo VII | Capítulo VIII | Capítulo IX | Capítulo X | Capítulo XI | Capítulo I | Capítulo II | Capítulo III | Capítulo IV | Capítulo V | Capítulo VI | Capítulo VII | Capítulo VIII | Capítulo IX | Capítulo X | Capítulo XI | Capítulo XII | Epílogo,Fernán Caballero era el seudónimo de Cecilia Böhl de Faber.,"Edición propia Tinta y Datos: 37 capítulos, 2782 párrafos."
290,Literatura,La Gaviota,Fernán Caballero,1849,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-gaviota-tinta-y-datos.pdf,,True,si,Prólogo | Juicio crítico por el señor don Eugenio de Ochoa | Capítulo I | Capítulo II | Capítulo III | Capítulo IV | Capítulo V | Capítulo VI | Capítulo VII | Capítulo VIII | Capítulo IX | Capítulo X | Capítulo XI | Capítulo XII | Capítulo XIII | Capítulo XIV | Capítulo XV | Capítulo XVI | Capítulo XVII | Capítulo XVIII | Capítulo XIX | Capítulo XX | Capítulo XXI | Capítulo XXII | Capítulo XXIII | Capítulo XXIV | Capítulo XXV | Capítulo XXV | Capítulo XXVI | Capítulo XXVII | Capítulo XXVIII | Capítulo XXIX | Capítulo XXX | Capítulo XXXI,Fernán Caballero era el seudónimo de Cecilia Böhl de Faber.,"Edición propia Tinta y Datos: 34 capítulos, 2869 párrafos."
292,Literatura,Aves Sin Nido,Clorinda Matto de Turner,1889,Perú,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/aves-sin-nido-tinta-y-datos.pdf,,True,si,Capítulo I | Capítulo II | Capítulo III | Capítulo IV | Capítulo V | Capítulo VI | Capítulo VII | Capítulo VIII | Capítulo IX | Capítulo X | Capítulo XI | Capítulo XII | Capítulo XIII | Capítulo XIV | Capítulo XV | Capítulo XVI | Capítulo XVII | Capítulo XVIII | Capítulo XIX | Capítulo XX | Capítulo XXI | Capítulo XXII | Capítulo XXIII | Capítulo XXIV | Capítulo XXV | Capítulo XXVI | Capítulo I | Capítulo II | Capítulo III | Capítulo IV | Capítulo V | Capítulo VI | Capítulo VII | Capítulo VIII | Capítulo IX | Capítulo X | Capítulo XI | Capítulo XII | Capítulo XIII | Capítulo XIV | Capítulo XV | Capítulo XVI | Capítulo XVII | Capítulo XVIII | Capítulo XIX | Capítulo XX | Capítulo XXI | Capítulo XXII | Capítulo XXIII | Capítulo XXIV | Capítulo XXV | Capítulo XXVI | Capítulo XXVII | Capítulo XXVIII | Capítulo XXIX | Capítulo XXX | Capítulo XXXI | Capítulo XXXII,Obra fundacional del indigenismo latinoamericano.,"Edición propia Tinta y Datos: 59 capítulos, 2395 párrafos."
294,Literatura,La Educación de la Mujer,Concepción Arenal,1892,España,Ensayo,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-educacion-de-la-mujer-tinta-y-datos.pdf,,True,si,Capítulo 1. Relaciones y diferencias entre la educación de la mujer y la del hombre | Capítulo 2. Medios de organizar un buen sistema de educación femenina y grados que ésta debe comprender | Capítulo 3. Aptitud de la mujer para las demás profesiones.- Límites que conviene fijar en este punto | Capítulo 4. La educación física de la mujer,,"Edición propia Tinta y Datos: 4 capítulos, 73 párrafos."
293,Literatura,La Mujer del Porvenir,Concepción Arenal,1869,España,Ensayo,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-mujer-del-porvenir-tinta-y-datos.pdf,,True,si,Al lector | Capítulo 1. Contradicciones | Capítulo 2. Inferioridad de la mujer - Cuestión fisiológica | Capítulo 3. Inferioridad moral de la mujer | Capítulo 4. La historia | Capítulo 5. Consecuencias para la mujer de su falta de educación | Capítulo 6. Consecuencias para el hombre de la supuesta inferioridad de la mujer | Capítulo 7. Consecuencias para la sociedad de la supuesta incapacidad intelectual de la mujer | Capítulo 8. ¿Qué oficios y profesiones pueden ejercer las mujeres? | Capítulo 9. ¿Cómo se modifica el carácter de la mujer educada? | Capítulo 10. ¿Hay incompatibilidad entre el cultivo de la inteligencia y los quehaceres domésticos? | Capítulo 11. ¿Qué será de los hijos cuando la madre pueda ejercer una profesión u oficio lucrativo? | Capítulo 12. La mujer soltera,,"Edición propia Tinta y Datos: 13 capítulos, 265 párrafos."
296,Literatura,La Hija del Mar,Rosalía de Castro,1859,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-hija-del-mar-tinta-y-datos.pdf,,True,si,Dedicatoria | Prólogo | Capítulo I. ¡Buena pesca! | Capítulo II. Teresa | Capítulo III. Emociones | Capítulo IV. Esperanza | Capítulo V. Confidencias | Capítulo VI. La ribera | Capítulo VII. La tormenta | Capítulo VIII. Alberto | Capítulo IX. Tormentos | Capítulo X. Lucha | Capítulo XI. Otra vez libre | Capítulo XII. Lorenzo | Capítulo XIII. La fuga | Capítulo XIV. El entierro | Capítulo XV. La loca | Capítulo XVI. Sorpresa | Capítulo XVII. Zozobra | Capítulo XVIII. Crisis | Capítulo XIX. La razón | Capítulo XX. Justicia de Dios | Conclusión,,"Edición propia Tinta y Datos: 23 capítulos, 1234 párrafos."
295,Literatura,En las Orillas del Sar,Rosalía de Castro,1884,España,Poesía,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/en-las-orillas-del-sar-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 98 poemas, 2519 versos."
297,Literatura,La Malcasada,Carmen de Burgos,1923,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-malcasada-tinta-y-datos.pdf,,True,si,I. ¡Biznagas! ¡Biznagas! | II. Las cuñás | III. Resignación | IV. La familia | V. Flores de luz | VI. La pita | VII. La tregua | VIII. Las cometas | IX. La caricia insoportable | X. Complicidad | XI. En la garrofa | XII. Hacia la liberación | XIII. El amigo íntimo | XIV. El obispo de piedra | XV. La riña de gatos | XVI. Las catequistas | XVII. El serrallo | XVIII. La ratificación | XIX. Amor que nace | XX. Los protectores | XXI. La traición | XXII. La paz | XXIII. Los perseguidores | XXIV. La despedida | XXV. Una tregua | XXVI. Contra lo indisoluble,Firmaba como Colombine. Fue la primera periodista profesional de España.,"Edición propia Tinta y Datos: 26 capítulos, 1958 párrafos."
298,Literatura,La Rampa,Carmen de Burgos,1917,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-rampa-tinta-y-datos.pdf,,True,si,Dedicatoria | El comedor de todos | Interioridades | El rincón oscuro | El amigo sombrío | Los bancos públicos | El peinarse los cabellos | La puñalada del hambre | El traje nuevo | Las tertulias tristes | El cinematógrafo | El cochero cínico | Los Reyes Magos | Las chicas de bata | El hijo de la máscara | El grito penetrante | La madrina | La nueva vida | La gota de leche | La Fusil | El talismán de la reina | La protectora | Separación | La caza | Pesadilla | El ama seca | La borracha | Final,Firmaba como Colombine.,"Edición propia Tinta y Datos: 28 capítulos, 1723 párrafos."
299,Literatura,Novelas y Cuadros de la Vida Sur-Americana,Soledad Acosta de Samper,1869,Colombia,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/novelas-y-cuadros-de-la-vida-sur-americana-tinta-y-datos.pdf,,True,si,Dedicatoria | Dos palabras al lector | Dolores | Teresa la Limeña | El corazón de la mujer | La Perla del Valle | Ilusión y realidad | Luz y sombra | Tipos sociales: la monja | Mi madrina | Un crimen,,"Edición propia Tinta y Datos: 11 capítulos, 2527 párrafos."
305,Literatura,La Cueva de Salamanca,Miguel de Cervantes Saavedra,1615,España,Teatro,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-cueva-de-salamanca-tinta-y-datos.pdf,,True,si,,Entremés.,"Edición propia Tinta y Datos: 1 capítulos, 341 párrafos."
300,Literatura,Novelas Ejemplares,Miguel de Cervantes Saavedra,1613,España,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/novelas-ejemplares-tinta-y-datos.pdf,,True,si,"Fee de erratas | Tasa | Censura | Aprobación de fray Juan Bautista | Aprobación del doctor Cetina | Aprobación de fray Diego de Hortigosa | Aprobación de Alonso Gerónimo de Salas Barbadillo | Privilegio real | Privilegio de Aragón | Prólogo al lector | Dedicatoria | Del marqués de Alcañices, a Miguel de Cervantes | De Fernando Bermúdez y Carvajal, camarero del duque de Sesa, a Miguel de Cervantes | De don Fernando de Lodeña, a Miguel de Cervantes | De Juan de Solís Mejía, Gentilhombre cortesano, a los lectores | Novela de la gitanilla | Novela del amante liberal | Novela de Rinconete y Cortadillo | Novela de la española inglesa | Novela del licenciado Vidriera | Novela de la fuerza de la sangre | Novela del celoso estremeño | Novela de la ilustre fregona | Novela de las dos doncellas | Novela de la señora Cornelia | Novela del casamiento engañoso",Reúne las doce novelas que la fuente publica además por separado.,"Edición propia Tinta y Datos: 26 capítulos, 3080 párrafos."
303,Literatura,El Cerco de Numancia,Miguel de Cervantes Saavedra,1585,España,Teatro,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-cerco-de-numancia-tinta-y-datos.pdf,,True,si,Personajes | JORNADA PRIMERA | JORNADA SEGUNDA | JORNADA TERCERA | JORNADA CUARTA,,"Edición propia Tinta y Datos: 5 capítulos, 1172 párrafos."
302,Literatura,El Viaje del Parnaso,Miguel de Cervantes Saavedra,1614,España,Poesía,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-viaje-del-parnaso-tinta-y-datos.pdf,,True,si,"Licencia | Privilegio | Tasa | Dedicatoria | Prólog al lector | Epigramma | Soneto | Del Viaje del Parnaso, capítulo primero | Del Viaje del Parnaso, capítulo segundo | Del Viaje del Parnaso, capítulo tercero | Del Viaje del Parnaso, capítulo cuarto | Del Viaje del Parnaso, capítulo quinto | Del Viaje del Parnaso, capítulo sexto | Del Viaje del Parnaso, capítulo sétimo | Del Viaje del Parnaso, capítulo octavo | Adjunta al Parnaso | Apolo Délfico",,"Edición propia Tinta y Datos: 17 poemas, 3423 versos."
304,Literatura,El Retablo de las Maravillas,Miguel de Cervantes Saavedra,1615,España,Teatro,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-retablo-de-las-maravillas-tinta-y-datos.pdf,,True,si,,Entremés.,"Edición propia Tinta y Datos: 1 capítulos, 134 párrafos."
306,Literatura,Pedro de Urdemalas,Miguel de Cervantes Saavedra,1615,España,Teatro,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/pedro-de-urdemalas-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 1 capítulos, 281 párrafos."
301,Literatura,Los Trabajos de Persiles y Segismunda,Miguel de Cervantes Saavedra,1617,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/los-trabajos-de-persiles-y-segismunda-tinta-y-datos.pdf,,True,si,Preliminares | Tasa | Fee de Erratas | El Rey | Aprobación | De Don Francisco de Urbina a Miguel de Cervantes | A el sepulcro de Miguel de Cervantes Saavedra | A Don Pedro Fernández de Castro | Prólogo | Capítulo 1 | Capítulo 2 | Capítulo 3 | Capítulo 4 | Capítulo 5 | Capítulo 6 | Capítulo 7 | Capítulo 8 | Capítulo 9 | Capítulo 10 | Capítulo 11 | Capítulo 12 | Capítulo 13 | Capítulo 14 | Capítulo 15 | Capítulo 16 | Capítulo 17 | Capítulo 18 | Capítulo 19 | Capítulo 20 | Capítulo 21 | Capítulo 22 | Capítulo 23 | Capítulo 1 | Capítulo 2 | Capítulo 3 | Capítulo 4 | Capítulo 5 | Capítulo 6 | Capítulo 7 | Parte primera | Parte segunda | Capítulo 8 | Capítulo 9 | Capítulo 10 | Capítulo 11 | Capítulo 12 | Capítulo 13 | Capítulo 14 | Capítulo 15 | Capítulo 16 | Capítulo 17 | Capítulo 18 | Capítulo 19 | Capítulo 20 | Capítulo 21 | Capítulo 1 | Capítulo 2 | Capítulo 3 | Capítulo 4 | Capítulo 5 | Capítulo 6 | Capítulo 7 | Capítulo 8 | Capítulo 9 | Capítulo 10 | Capítulo 11 | Capítulo 12 | Capítulo 13 | Capítulo 14 | Capítulo 15 | Capítulo 16 | Capítulo 17 | Capítulo 18 | Capítulo 19 | Capítulo 20 | Capítulo 21 | Capítulo 1 | Capítulo 2 | Capítulo 3 | Capítulo 4 | Capítulo 5 | Capítulo 6 | Capítulo 7 | Capítulo 8 | Capítulo 9 | Capítulo 10 | Capítulo 11 | Capítulo 12 | Capítulo 13 | Capítulo 14,"Última obra de Cervantes, publicada póstumamente.","Edición propia Tinta y Datos: 90 capítulos, 1859 párrafos."
307,Literatura,La gruta del silencio,Vicente Huidobro,1913,Chile,Poesía,,Dominio público,"Wikisource en español (transcripción cotejada contra el facsímil, marcada como texto validado)",https://archivos.tintaydatos.com/ediciones/la-gruta-del-silencio-tinta-y-datos.pdf,,True,si,ESTE POETA... | EL POETA ALABA LOS OJOS DE LA MUI AMADA | LA BALADA TRISTE DEL CAMINO LARGO | ELEJIA A CARRIEGO | MONOTONÍA ODIOSA DE LAS TARDES NUBLADAS | AMANECER POBLANO | PAISAJE CREPUSCULAR | EL DOLOR DEL PAISAJE NOCTURNO | LA LLANURA DE NOCHE | TRÍPTICO GALANTE DE JARRÓN DE SEVRES | EL VIEJECITO DEL BARRIO | LA ENFERMITA DE ENGAÑO | IDILIO DE LA TARDE I DE LA LUNA | EL LIBRO SILENCIOSO | VERSOS DE UN VIEJO TRISTE | EL POEMA PARA MI HIJA | LAS FLORES DEL JARRÓN | A LA HERMANA BUENA | AMA AL OTOÑO AMARILLO | LA ARAÑA NEGRA | CUANDO YO ME HAYA MUERTO | EL TERROR DE LA MUERTE | COLOQUIO I | COLOQUIO II | COLOQUIO III | LA ALCOBA | LAS PALABRAS DE LA ANCIANA,Wikisource transcribe página por página contra un facsímil concreto y marca el texto como validado cuando dos personas distintas lo han cotejado.,"Edición propia Tinta y Datos: 27 poemas, 900 versos."
308,Literatura,Altazor,Vicente Huidobro,1931,Chile,Poesía,,Dominio público,Wikisource en español (transcripción cotejada contra el facsímil),https://archivos.tintaydatos.com/ediciones/altazor-tinta-y-datos.pdf,,True,si,NOTA | PREFACIO | CANTO I | CANTO II | CANTO III | CANTO IV | CANTO V | CANTO VI | CANTO VII,"Poema en siete cantos, obra central del creacionismo.","Edición propia Tinta y Datos: 9 poemas, 2296 versos."
311,Literatura,Poemas Árticos,Vicente Huidobro,1918,Chile,Poesía,,Dominio público,Wikisource en español (transcripción cotejada contra el facsímil),https://archivos.tintaydatos.com/ediciones/poemas-articos-tinta-y-datos.pdf,,True,si,OPS/c0_Poemas_articos.xhtml | HORAS | EXPRÉS | NOCHE | ALERTA | CAMINO | EMIGRANTE A AMÉRICA | CANTAR DE LOS CANTARES | ASTRO | NIÑO | CASA | RUTA | GARE | ÉGLOGA | BALANDRO | INVIERNO | HIJO | HORIZONTE | VERMOUTH | LLUEVE | ADIÓS | LUNA | CRUZ | OSRAM | PAQUEBOT | MARINO | ZENIT | NADADOR | CUATRO | DEPART | DONJON | CIGARRO | LUNA O RELOJ | PRIMAVERA | ETERNIDAD | CAMPANARIO | UNIVERSO | EN MARCHA | SOMBRA | BAY RUM | WAGON-LIT | PUERTO | HP | VASO | MARES ARTICOS,"Wikisource marca esta transcripción como «corregido» dentro de su escala de revisión: corregido significa cotejado contra el facsímil por una persona; validado, verificado además por una segunda.","Edición propia Tinta y Datos: 45 poemas, 779 versos."
309,Literatura,Canciones en la Noche,Vicente Huidobro,1913,Chile,Poesía,,Dominio público,Wikisource en español (transcripción cotejada contra el facsímil),https://archivos.tintaydatos.com/ediciones/canciones-en-la-noche-tinta-y-datos.pdf,,True,si,OPS/c1_Dedicatoria__Canciones_en_la_noche_.xhtml | OPS/c2_Advertencia__Canciones_en_la_noche_.xhtml | ESTAS TROVAS | LA MUY AMADA | ERA UNA VISION... | LA DAMA DE LAS CAMELIAS | LA ORQUÍDEA | EL LIRIO SUSANIE | ENSOÑACION | COMO UN CIRANO de BERGERAC | MUSSET | EL MADRIGAL DE LOS BESOS | APOTEOSIS[1] | ROSAS DE GALANTERÍA | LA OBSESION DE LOS DIENTES | JENNY | NOCTURNO | SALOMÉ | OPS/c19_Triangulo_Armonico.xhtml | OPS/c20_Fresco_Nipon.xhtml | OPS/c21_Nipona.xhtml | OPS/c22_La_Capilla_Aldeana.xhtml | MADRIGALIZÁNDOTE | EL AUGURIO FRATERNO | ELEGIA A ALBERTO ORTIZ | BALADA PARA EL MARQUES DE BRADOMIN | OPS/c27_Algunos_juicios_sobre__La_Gruta_del_Silencio_.xhtml,"Wikisource marca esta transcripción como «corregido» dentro de su escala de revisión: corregido significa cotejado contra el facsímil por una persona; validado, verificado además por una segunda.","Edición propia Tinta y Datos: 27 poemas, 785 versos."
310,Literatura,Ecuatorial,Vicente Huidobro,1918,Chile,Poesía,,Dominio público,Wikisource en español (transcripción cotejada contra el facsímil),https://archivos.tintaydatos.com/ediciones/ecuatorial-tinta-y-datos.pdf,,True,si,,"Publicado en Madrid, en pleno contacto de Huidobro con la vanguardia europea.","Edición propia Tinta y Datos: 1 poemas, 326 versos."
312,Literatura,La Vuelta de Martín Fierro,José Hernández,1879,Argentina,Poesía,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-vuelta-de-martin-fierro-tinta-y-datos.pdf,,True,si,,"Segunda parte del poema, publicada siete años después de «La Ida».","Edición propia Tinta y Datos: 34 poemas, 4907 versos."
314,Literatura,Cuentos de Muerte y de Sangre,Ricardo Güiraldes,1915,Argentina,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/cuentos-de-muerte-y-de-sangre-tinta-y-datos.pdf,,True,si,Facundo | Don Juan Manuel | Justo José | El capitán Funes | Venganza | El Zurdo | Puchero de soldado | De mala bebida | El remanso | De un cuento conocido | Trenzador | Al rescoldo | El pozo | Nocturno | La deuda mutua | Compasión | La donna è mobile,,"Edición propia Tinta y Datos: 17 capítulos, 525 párrafos."
313,Literatura,Don Segundo Sombra,Ricardo Güiraldes,1926,Argentina,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/don-segundo-sombra-tinta-y-datos.pdf,,True,si,Capítulo I | Capítulo II | Capítulo III | Capítulo IV | Capítulo V | Capítulo VI | Capítulo VII | Capítulo VIII | Capítulo IX | Capítulo X | Capítulo XI | Capítulo XII | Capítulo XIII | Capítulo XIV | Capítulo XV | Capítulo XVI | Capítulo XVII | Capítulo XVIII | Capítulo XIX | Capítulo XX | Capítulo XXI | Capítulo XXII | Capítulo XXIII | Capítulo XXIV | Capítulo XXV | Capítulo XXVI | Capítulo XXVII,"Novela mayor del ciclo gauchesco, publicada el año de la muerte del autor.","Edición propia Tinta y Datos: 27 capítulos, 2260 párrafos."
315,Literatura,Xaimaca,Ricardo Güiraldes,1923,Argentina,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/xaimaca-tinta-y-datos.pdf,,True,si,"Dedicatoria | Diciembre 28, 1916. Buenos Aires | Diciembre 31. F. C. P. | Enero 1, 1917. Estación Mendoza | Enero 2. Santiago de Chile | Enero 5. Santiago de Chile | Enero 7. Santiago de Chile | Enero 9. Santiago de Chile | Enero 10. Valparaíso. A bordo del Aysén | Enero 11. A bordo del Aysén. Rada de Coquimbo | Enero 12. A bordo del Aysén. Proximidades del Taltal | Enero 13. A bordo del Aysén. Antofagasta | Enero 14. A bordo del Aysén. Iquique | Enero 15. A bordo del Aysén. En aguas de Arica. | Enero 16. A bordo del Aysén | Enero 17. A bordo del Aysén | Enero 18. A bordo del Aysén. Infiernillo-Costa del Perú | Enero 19. A bordo del Aysén | Enero 20. A bordo del Aysén | Enero 21. A bordo del Aysén | Enero 22. A bordo del Aysén | Enero 23. A bordo del Aysén | Enero 24. A bordo del Aysén. Zona del Canal | Enero 25. En Colón | Enero 26. A bordo del Abangarez | Enero 29. Jamaica | Enero 30. Jamaica | Enero 31. Puerto Antonio | Marzo 1. Kingston | Marzo 2. Kingston | Marzo 3. A bordo del Santa Marta. Mar Caribe | Marzo 4. A bordo del Santa Marta. Mar Caribe | Marzo 5. A bordo del Santa Marta. Mar Caribe | Marzo 6. A bordo del Santa Marta. Colón | Marzo 7. A bordo del Huasco. Zona del Canal | Marzo 8. A bordo del Huasco. Océano Pacífico | Marzo 9. A bordo del Huasco. Golfo de Panamá | Marzo 10. A bordo del Huasco. Costas del Ecuador | Marzo 11. A bordo del Huasco. Rada de Paita",,"Edición propia Tinta y Datos: 39 capítulos, 1197 párrafos."
316,Literatura,El Casamiento de Laucha,Roberto Payró,1906,Argentina,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-casamiento-de-laucha-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 11 capítulos, 414 párrafos."
318,Literatura,Divertidas Aventuras del Nieto de Juan Moreira,Roberto Payró,1910,Argentina,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/divertidas-aventuras-del-nieto-de-juan-moreira-tinta-y-datos.pdf,,True,si,Capítulo I | Capítulo II | Capítulo III | Capítulo IV | Capítulo V | Capítulo VI | Capítulo VII | Capítulo VIII | Capítulo IX | Capítulo X | Capítulo XI | Capítulo XII | Capítulo XIII | Capítulo XIV | Capítulo XV | Capítulo XVI | Capítulo XVII | Capítulo XVIII | Capítulo I | Capítulo II | Capítulo III | Capítulo IV | Capítulo V | Capítulo VI | Capítulo VII | Capítulo VIII | Capítulo IX | Capítulo X | Capítulo XI | Capítulo XII | Capítulo XIII | Capítulo I | Capítulo II | Capítulo III | Capítulo IV | Capítulo V | Capítulo VI | Capítulo VII | Capítulo VIII | Capítulo IX | Capítulo X | Capítulo XI | Capítulo XII | Capítulo XIII | Capítulo XIV | Capítulo XV,,"Edición propia Tinta y Datos: 46 capítulos, 1999 párrafos."
317,Literatura,Pago Chico,Roberto Payró,1908,Argentina,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/pago-chico-tinta-y-datos.pdf,,True,si,Capítulo I. La escena y los actores | Capítulo II. Libertad de imprenta | Capítulo III. En la policía | Capítulo IV. El juez de paz | Capítulo V. La elección municipal | Capítulo VI. Ladrillo de maquina | Capítulo VII. Beneficencia pagochiquense | Capítulo VIII. Poncho de verano | Capítulo IX. Para barrabasadas... | Capítulo X. Los patos | Capítulo XI. Metamorfosis | Capítulo XII. Con la horma del zapato | Capítulo XIII. El caudillo | Capítulo XIV. El desquite de don Inacio | Capítulo XV. Las memorias de Silvestre | Capítulo XVI. Fiestas patrias | Capítulo XVII. Poesía | Capítulo XVIII. Sitiado por hambre | Capítulo XIX. El diablo en Pago Chico | Capítulo XX. ¡Guerra a Silvestre! | Capítulo XXI. Altruismo | Capítulo XXII. Libertad de sufragio,,"Edición propia Tinta y Datos: 22 capítulos, 1392 párrafos."
